T1,T2,T3,T4,Delay,Offset
1520717516.511573,1520717516.511831,1520717516.511837,1520717516.511916,0.3368854522705078,0.08952617645263672
1520717516.511986,1520717516.512173,1520717516.512181,1520717516.512442,0.44798851013183594,-0.03707408905029297
1520717516.512639,1520717516.512654,1520717516.512661,1520717516.512786,0.1399517059326172,-0.054955482482910156
1520717516.512854,1520717516.513101,1520717516.513475,1520717516.518817,5.589008331298828,-2.5475025177001953
1520717516.523992,1520717516.52453,1520717516.524541,1520717516.525105,1.1019706726074219,-0.013113021850585938
1520717516.529748,1520717516.529773,1520717516.529787,1520717516.532193,2.4309158325195312,-1.1904239654541016
1520717516.536104,1520717516.53309,1520717516.533188,1520717516.536163,-0.03886222839355469,-2.994418144226074
1520717516.543518,1520717516.543205,1520717516.543221,1520717516.543547,0.012874603271484375,-0.31948089599609375
1520717516.543622,1520717516.544313,1520717516.544354,1520717516.547418,3.7550926208496094,-1.1866092681884766
1520717516.549194,1520717516.549216,1520717516.549227,1520717516.549581,0.37598609924316406,-0.16605854034423828
1520717516.549669,1520717516.549689,1520717516.549699,1520717516.549942,0.26297569274902344,-0.11146068572998047
1520717516.550023,1520717516.550038,1520717516.550046,1520717516.550373,0.3421306610107422,-0.15604496002197266
1520717516.550449,1520717516.550463,1520717516.550469,1520717516.550677,0.22220611572265625,-0.09703636169433594
1520717516.550751,1520717516.550768,1520717516.550777,1520717516.559626,8.866071701049805,-4.416108131408691
1520717516.560061,1520717516.559809,1520717516.559824,1520717516.560086,0.010013580322265625,-0.2570152282714844
1520717516.560168,1520717516.560182,1520717516.56019,1520717516.562094,1.9180774688720703,-0.944972038269043
1520717516.562184,1520717516.562709,1520717516.56274,1520717516.563301,1.0859966278076172,-0.01800060272216797
1520717516.563449,1520717516.565679,1520717516.56569,1520717516.565807,2.347230911254883,1.0565519332885742
1520717516.565894,1520717516.566297,1520717516.566303,1520717516.566483,0.5831718444824219,0.11157989501953125
1520717516.566562,1520717516.566982,1520717516.567068,1520717516.569,2.351999282836914,-0.7559061050415039
1520717516.57191,1520717516.572764,1520717516.572775,1520717516.581195,9.27424430847168,-3.783106803894043
1520717516.585725,1520717516.586194,1520717516.586208,1520717516.590139,4.399776458740234,-1.7309188842773438
1520717516.626833,1520717516.626542,1520717516.62656,1520717516.626857,0.006198883056640625,-0.29397010803222656
1520717516.628229,1520717516.628161,1520717516.628172,1520717516.62825,0.010013580322265625,-0.07295608520507812
1520717516.628981,1520717516.628397,1520717516.628405,1520717516.629,0.010728836059570312,-0.5894899368286133
1520717516.635712,1520717516.6292,1520717516.629209,1520717516.676689,40.96794128417969,-26.99589729309082
1520717516.697563,1520717516.697386,1520717516.697405,1520717516.698056,0.47397613525390625,-0.4138946533203125
1520717516.723803,1520717516.719228,1520717516.719245,1520717516.724449,0.6289482116699219,-4.889488220214844
1520717516.742426,1520717516.742474,1520717516.742493,1520717516.742775,0.33020973205566406,-0.1169443130493164
1520717516.74394,1520717516.74394,1520717516.74395,1520717516.744813,0.8630752563476562,-0.4315376281738281
1520717516.744877,1520717516.7459,1520717516.745911,1520717516.74614,1.2519359588623047,0.3968477249145508
1520717516.746867,1520717516.747131,1520717516.747241,1520717516.747331,0.3540515899658203,0.0871419906616211
1520717516.747521,1520717516.747567,1520717516.747575,1520717516.747665,0.13589859008789062,-0.02193450927734375
1520717516.748158,1520717516.748453,1520717516.748463,1520717516.748594,0.4260540008544922,0.08189678192138672
1520717516.748759,1520717516.74874,1520717516.748751,1520717516.749383,0.6129741668701172,-0.3255605697631836
1520717516.749538,1520717516.74991,1520717516.749919,1520717516.750043,0.49614906311035156,0.12409687042236328
1520717516.750273,1520717516.750794,1520717516.750802,1520717516.750905,0.6239414215087891,0.20897388458251953
1520717516.751172,1520717516.75113,1520717516.75114,1520717516.751212,0.029802322387695312,-0.056862831115722656
1520717516.751748,1520717516.751734,1520717516.752038,1520717516.752336,0.28395652770996094,-0.15604496002197266
1520717516.752574,1520717516.75263,1520717516.752652,1520717516.75328,0.6840229034423828,-0.2859830856323242
1520717516.753476,1520717516.753487,1520717516.753501,1520717516.754621,1.131296157836914,-0.5544424057006836
1520717516.755098,1520717516.756418,1520717516.756431,1520717516.783509,28.397798538208008,-12.879014015197754
1520717516.792914,1520717516.791383,1520717516.791401,1520717516.793601,0.6692409515380859,-1.8655061721801758
1520717516.810765,1520717516.804467,1520717516.804609,1520717516.813547,2.6397705078125,-7.617950439453125
1520717516.825877,1520717516.823418,1520717516.823494,1520717516.828877,2.9239654541015625,-3.921031951904297
1520717516.860842,1520717516.860539,1520717516.860553,1520717516.860867,0.010967254638671875,-0.3085136413574219
1520717516.879272,1520717516.8793,1520717516.879313,1520717516.884266,4.981040954589844,-2.4623870849609375
1520717516.895327,1520717516.889307,1520717516.889352,1520717516.897223,1.8508434295654297,-6.945490837097168
1520717516.899306,1520717516.898006,1520717516.898041,1520717516.899357,0.015974044799804688,-1.3080835342407227
1520717516.901714,1520717516.899477,1520717516.899488,1520717516.901745,0.02002716064453125,-2.2470951080322266
1520717516.927195,1520717516.918916,1520717516.91894,1520717516.927327,0.10776519775390625,-8.332967758178711
1520717516.933206,1520717516.927505,1520717516.927615,1520717516.933272,-0.04410743713378906,-5.679011344909668
1520717516.934049,1520717516.933435,1520717516.933445,1520717516.93411,0.051021575927734375,-0.6394386291503906
1520717516.934879,1520717516.934926,1520717516.934934,1520717516.948707,13.820171356201172,-6.863117218017578
1520717516.966668,1520717516.958958,1520717516.959067,1520717516.966816,0.03886222839355469,-7.7294111251831055
1520717516.984883,1520717516.984873,1520717516.984893,1520717516.986118,1.2149810791015625,-0.6175041198730469
1520717516.986479,1520717516.98652,1520717516.986531,1520717516.989095,2.604961395263672,-1.2614727020263672
1520717516.992542,1520717516.989887,1520717516.989903,1520717516.992599,0.04100799560546875,-2.6755332946777344
1520717516.995285,1520717516.994775,1520717516.994792,1520717516.995312,0.010013580322265625,-0.514984130859375
1520717516.997058,1520717516.997314,1520717516.997342,1520717517.002075,4.988908767700195,-2.2383928298950195
1520717517.010188,1520717517.003724,1520717517.003746,1520717517.010234,0.024080276489257812,-6.476044654846191
1520717517.021695,1520717517.021721,1520717517.021878,1520717517.028654,6.802082061767578,-3.3750534057617188
1520717517.034418,1520717517.031487,1520717517.031506,1520717517.034944,0.5068778991699219,-3.1845569610595703
1520717517.048061,1520717517.043126,1520717517.043146,1520717517.048104,0.023365020751953125,-4.946470260620117
1520717517.051921,1520717517.05071,1520717517.050726,1520717517.051955,0.01811981201171875,-1.2199878692626953
1520717517.052667,1520717517.052086,1520717517.052095,1520717517.052703,0.027179718017578125,-0.5943775177001953
1520717517.053443,1520717517.052836,1520717517.052847,1520717517.053464,0.010013580322265625,-0.6120204925537109
1520717517.054561,1520717517.053603,1520717517.053612,1520717517.054586,0.015974044799804688,-0.9659528732299805
1520717517.054713,1520717517.054791,1520717517.054801,1520717517.055804,1.0809898376464844,-0.46253204345703125
1520717517.055906,1520717517.055929,1520717517.055939,1520717517.07122,15.303850173950195,-7.629036903381348
1520717517.071352,1520717517.071914,1520717517.071925,1520717517.07347,2.1071434020996094,-0.4916191101074219
1520717517.07659,1520717517.076056,1520717517.076067,1520717517.076613,0.011920928955078125,-0.5400180816650391
1520717517.077064,1520717517.076853,1520717517.076859,1520717517.077403,0.3330707550048828,-0.3775358200073242
1520717517.077978,1520717517.077891,1520717517.077906,1520717517.078002,0.009298324584960938,-0.09143352508544922
1520717517.07863,1520717517.078237,1520717517.078246,1520717517.07871,0.07104873657226562,-0.4284381866455078
1520717517.079534,1520717517.079445,1520717517.079457,1520717517.07998,0.4336833953857422,-0.30601024627685547
1520717517.081191,1520717517.081155,1520717517.081167,1520717517.081316,0.11301040649414062,-0.09250640869140625
1520717517.082486,1520717517.082405,1520717517.082415,1520717517.082507,0.010967254638671875,-0.08630752563476562
1520717517.082751,1520717517.082702,1520717517.082751,1520717517.082919,0.11873245239257812,-0.10848045349121094
1520717517.083423,1520717517.083479,1520717517.083563,1520717517.083621,0.11396408081054688,-0.00095367431640625
1520717517.084485,1520717517.0845,1520717517.084511,1520717517.085045,0.5490779876708984,-0.2595186233520508
1520717517.0917,1520717517.091595,1520717517.091617,1520717517.091736,0.013828277587890625,-0.11205673217773438
1520717517.092542,1520717517.092035,1520717517.092047,1520717517.092654,0.10013580322265625,-0.55694580078125
1520717517.109885,1520717517.093397,1520717517.093409,1520717517.112,2.1028518676757812,-17.539501190185547
1520717517.119011,1520717517.117965,1520717517.117982,1520717517.120608,1.5802383422851562,-1.8360614776611328
1520717517.155491,1520717517.150183,1520717517.150202,1520717517.156397,0.8869171142578125,-5.751609802246094
1520717517.194397,1520717517.178719,1520717517.178846,1520717517.196401,1.8770694732666016,-16.616463661193848
1520717517.210366,1520717517.211102,1520717517.211116,1520717517.211707,1.3270378112792969,0.072479248046875
1520717517.212451,1520717517.212012,1520717517.21202,1520717517.212583,0.12421607971191406,-0.5010366439819336
1520717517.2181,1520717517.212783,1520717517.212792,1520717517.218143,0.03409385681152344,-5.334019660949707
1520717517.220713,1520717517.220926,1520717517.220939,1520717517.221297,0.5712509155273438,-0.072479248046875
1520717517.227594,1520717517.226878,1520717517.226897,1520717517.236967,9.354114532470703,-5.393028259277344
1520717517.245136,1520717517.238505,1520717517.238527,1520717517.246861,1.7027854919433594,-7.4825286865234375
1520717517.25078,1520717517.249887,1520717517.249902,1520717517.250807,0.011920928955078125,-0.8990764617919922
1520717517.254581,1520717517.253795,1520717517.25382,1520717517.255687,1.0809898376464844,-1.3265609741210938
1520717517.259991,1520717517.260095,1520717517.260107,1520717517.260213,0.209808349609375,-0.00095367431640625
1520717517.267596,1520717517.267642,1520717517.267654,1520717517.269219,1.6109943389892578,-0.7594823837280273
1520717517.272956,1520717517.271172,1520717517.271188,1520717517.272983,0.011205673217773438,-1.7894506454467773
1520717517.274856,1520717517.274023,1520717517.274043,1520717517.274917,0.04076957702636719,-0.853419303894043
1520717517.276324,1520717517.27663,1520717517.276647,1520717517.278455,2.113819122314453,-0.7510185241699219
1520717517.279847,1520717517.279381,1520717517.279399,1520717517.279871,0.006198883056640625,-0.46896934509277344
1520717517.281056,1520717517.28129,1520717517.2813,1520717517.282284,1.2180805206298828,-0.37491321563720703
1520717517.283012,1520717517.282712,1520717517.282725,1520717517.28303,0.0050067901611328125,-0.30243396759033203
1520717517.28374,1520717517.283342,1520717517.283352,1520717517.283763,0.012874603271484375,-0.40459632873535156
1520717517.288972,1520717517.284615,1520717517.28463,1520717517.289277,0.29015541076660156,-4.501938819885254
1520717517.300261,1520717517.293628,1520717517.293647,1520717517.300307,0.026941299438476562,-6.646513938903809
1520717517.309522,1520717517.308923,1520717517.308944,1520717517.309588,0.04506111145019531,-0.6214380264282227
1520717517.311412,1520717517.311099,1520717517.311166,1520717517.311436,-0.04315376281738281,-0.29146671295166016
1520717517.314351,1520717517.314505,1520717517.314517,1520717517.316301,1.9381046295166016,-0.8150339126586914
1520717517.317003,1520717517.317034,1520717517.317049,1520717517.317183,0.16498565673828125,-0.0514984130859375
1520717517.317278,1520717517.317831,1520717517.317842,1520717517.321069,3.7801265716552734,-1.3369321823120117
1520717517.323465,1520717517.323985,1520717517.323997,1520717517.324309,0.8320808410644531,0.10395050048828125
1520717517.325335,1520717517.325169,1520717517.325187,1520717517.32536,0.007152557373046875,-0.16951560974121094
1520717517.32569,1520717517.326758,1520717517.32677,1520717517.326951,1.2488365173339844,0.44345855712890625
1520717517.327032,1520717517.327402,1520717517.327411,1520717517.327799,0.7581710815429688,-0.009059906005859375
1520717517.32788,1520717517.328198,1520717517.328207,1520717517.32825,0.3609657287597656,0.13756752014160156
1520717517.328798,1520717517.328943,1520717517.328952,1520717517.329222,0.41484832763671875,-0.062465667724609375
1520717517.329465,1520717517.329591,1520717517.329597,1520717517.329677,0.20623207092285156,0.02300739288330078
1520717517.330118,1520717517.330645,1520717517.330659,1520717517.335252,5.120277404785156,-2.0329952239990234
1520717517.336846,1520717517.336002,1520717517.336015,1520717517.336903,0.04410743713378906,-0.8660554885864258
1520717517.346524,1520717517.346629,1520717517.346644,1520717517.34717,0.6310939788818359,-0.21064281463623047
1520717517.350183,1520717517.349545,1520717517.349558,1520717517.350207,0.010967254638671875,-0.6434917449951172
1520717517.355104,1520717517.355717,1520717517.355737,1520717517.356078,0.9539127349853516,0.1360177993774414
1520717517.357525,1520717517.360338,1520717517.360365,1520717517.361338,3.785848617553711,0.9199380874633789
1520717517.362022,1520717517.362329,1520717517.36234,1520717517.364035,2.0020008087158203,-0.6939172744750977
1520717517.367749,1520717517.367795,1520717517.367809,1520717517.368267,0.5040168762207031,-0.20599365234375
1520717517.369866,1520717517.369551,1520717517.369568,1520717517.369891,0.007867813110351562,-0.31888484954833984
1520717517.370689,1520717517.37117,1520717517.371189,1520717517.371792,1.0840892791748047,-0.06091594696044922
1520717517.381384,1520717517.380497,1520717517.38052,1520717517.381428,0.0209808349609375,-0.8974075317382812
1520717517.386113,1520717517.385865,1520717517.385884,1520717517.386143,0.010967254638671875,-0.25343894958496094
1520717517.389195,1520717517.388753,1520717517.388767,1520717517.38922,0.010967254638671875,-0.4475116729736328
1520717517.390394,1520717517.390495,1520717517.390505,1520717517.390767,0.3631114959716797,-0.08046627044677734
1520717517.394965,1520717517.395103,1520717517.39512,1520717517.396224,1.2421607971191406,-0.4830360412597656
1520717517.412385,1520717517.411769,1520717517.411788,1520717517.412412,0.007867813110351562,-0.6200075149536133
1520717517.415134,1520717517.413715,1520717517.413726,1520717517.415159,0.013828277587890625,-1.4259815216064453
1520717517.416932,1520717517.416303,1520717517.416317,1520717517.416961,0.014781951904296875,-0.6365776062011719
1520717517.468422,1520717517.453509,1520717517.453549,1520717517.46877,0.3082752227783203,-15.066981315612793
1520717517.471736,1520717517.470815,1520717517.470848,1520717517.471763,-0.006198883056640625,-0.9179115295410156
1520717517.497924,1520717517.497319,1520717517.497337,1520717517.497952,0.009775161743164062,-0.6099939346313477
1520717517.524932,1520717517.525399,1520717517.525415,1520717517.526611,1.6632080078125,-0.36454200744628906
1520717517.528914,1520717517.528997,1520717517.529084,1520717517.529718,0.7169246673583984,-0.27549266815185547
1520717517.530136,1520717517.530953,1520717517.530968,1520717517.531276,1.1248588562011719,0.2543926239013672
1520717517.531388,1520717517.531777,1520717517.531793,1520717517.532504,1.0998249053955078,-0.16105175018310547
1520717517.532656,1520717517.534351,1520717517.534444,1520717517.535549,2.79998779296875,0.2951622009277344
1520717517.538485,1520717517.537682,1520717517.537704,1520717517.538513,0.0059604644775390625,-0.805974006652832
1520717517.538605,1520717517.538875,1520717517.538894,1520717517.539022,0.3981590270996094,0.07104873657226562
1520717517.53912,1520717517.539379,1520717517.53939,1520717517.539529,0.3979206085205078,0.05996227264404297
1520717517.539643,1520717517.539901,1520717517.539913,1520717517.540494,0.8389949798583984,-0.1615285873413086
1520717517.54058,1520717517.540763,1520717517.540779,1520717517.540889,0.29277801513671875,0.03647804260253906
1520717517.547598,1520717517.546338,1520717517.546354,1520717517.547635,0.021219253540039062,-1.2704133987426758
1520717517.553545,1520717517.552389,1520717517.552406,1520717517.55359,0.027894973754882812,-1.170039176940918
1520717517.562866,1520717517.55768,1520717517.5577,1520717517.562909,0.02288818359375,-5.1975250244140625
1520717517.564805,1520717517.564999,1520717517.565023,1520717517.565702,0.8730888366699219,-0.24247169494628906
1520717517.566786,1520717517.568114,1520717517.56813,1520717517.568571,1.7690658569335938,0.44345855712890625
1520717517.571937,1520717517.573614,1520717517.573655,1520717517.573999,2.0208358764648438,0.6663799285888672
1520717517.576751,1520717517.575747,1520717517.575766,1520717517.576791,0.0209808349609375,-1.0144710540771484
1520717517.584137,1520717517.585477,1520717517.585491,1520717517.58559,1.4390945434570312,0.6206035614013672
1520717517.585799,1520717517.585979,1520717517.586006,1520717517.58617,0.3440380096435547,0.007987022399902344
1520717517.587616,1520717517.587932,1520717517.588155,1520717517.589853,2.01416015625,-0.6909370422363281
1520717517.596806,1520717517.592209,1520717517.592363,1520717517.596859,-0.1010894775390625,-4.546403884887695
1520717517.597024,1520717517.597271,1520717517.597294,1520717517.598873,1.8258094787597656,-0.6659030914306641
1520717517.600023,1520717517.59936,1520717517.599371,1520717517.600042,0.008106231689453125,-0.6670951843261719
1520717517.601621,1520717517.602027,1520717517.60204,1520717517.60215,0.5159378051757812,0.1480579376220703
1520717517.605341,1520717517.604431,1520717517.604447,1520717517.605367,0.010013580322265625,-0.9150505065917969
1520717517.607199,1520717517.60774,1520717517.607752,1520717517.610528,3.3168792724609375,-1.1174678802490234
1520717517.610637,1520717517.611371,1520717517.611385,1520717517.612734,2.0830631256103516,-0.30744075775146484
1520717517.613483,1520717517.614069,1520717517.614084,1520717517.614505,1.007080078125,0.08249282836914062
1520717517.615084,1520717517.616536,1520717517.616555,1520717517.620434,5.3310394287109375,-1.2135505676269531
1520717517.624807,1520717517.625032,1520717517.625098,1520717517.625336,0.4630088806152344,-0.0064373016357421875
1520717517.628557,1520717517.628675,1520717517.628776,1520717517.628968,0.30994415283203125,-0.03695487976074219
1520717517.629665,1520717517.629452,1520717517.629475,1520717517.629688,0.0,-0.2129077911376953
1520717517.630498,1520717517.630109,1520717517.630121,1520717517.630549,0.03910064697265625,-0.40841102600097656
1520717517.631462,1520717517.63164,1520717517.631654,1520717517.634073,2.5968551635742188,-1.1205673217773438
1520717517.63594,1520717517.634868,1520717517.634887,1520717517.635983,0.02384185791015625,-1.0840892791748047
1520717517.637179,1520717517.637892,1520717517.637931,1520717517.63826,1.0418891906738281,0.19216537475585938
1520717517.639887,1520717517.639549,1520717517.639575,1520717517.639942,0.028848648071289062,-0.35250186920166016
1520717517.648296,1520717517.647771,1520717517.647787,1520717517.648327,0.014781951904296875,-0.5326271057128906
1520717517.656073,1520717517.656321,1520717517.656347,1520717517.659178,3.078937530517578,-1.291513442993164
1520717517.659881,1520717517.66147,1520717517.662105,1520717517.676019,15.502691268920898,-6.162524223327637
1520717517.707972,1520717517.696388,1520717517.696417,1520717517.724727,16.725778579711914,-19.946932792663574
1520717517.732237,1520717517.732484,1520717517.732503,1520717517.739292,7.035970687866211,-3.2709836959838867
1520717517.74705,1520717517.746084,1520717517.746099,1520717517.747083,0.017881393432617188,-0.9750127792358398
1520717517.794317,1520717517.78871,1520717517.788735,1520717517.794386,0.04410743713378906,-5.62894344329834
1520717517.814095,1520717517.809135,1520717517.809157,1520717517.817312,3.195047378540039,-6.557583808898926
1520717517.820025,1520717517.820242,1520717517.820257,1520717517.832019,11.979103088378906,-5.772590637207031
1520717517.846018,1520717517.845601,1520717517.845624,1520717517.846053,0.011920928955078125,-0.4229545593261719
1520717517.911067,1520717517.896076,1520717517.896101,1520717517.911157,0.064849853515625,-15.023469924926758
1520717517.927523,1520717517.927762,1520717517.927773,1520717517.931,3.4661293029785156,-1.4939308166503906
1520717517.945988,1520717517.945081,1520717517.945101,1520717517.946339,0.33092498779296875,-1.0724067687988281
1520717517.950262,1520717517.951235,1520717517.95125,1520717517.956788,6.51097297668457,-2.2825002670288086
1520717517.961367,1520717517.960269,1520717517.96029,1520717517.961427,0.03910064697265625,-1.1174678802490234
1520717517.96641,1520717517.964591,1520717517.964608,1520717517.966446,0.019073486328125,-1.8284320831298828
1520717517.966703,1520717517.96672,1520717517.966733,1520717517.966853,0.13709068298339844,-0.05137920379638672
1520717517.96698,1520717517.966988,1520717517.966999,1520717517.967108,0.11706352233886719,-0.05042552947998047
1520717517.967259,1520717517.967274,1520717517.967286,1520717517.968565,1.2938976287841797,-0.6319284439086914
1520717517.969761,1520717517.970009,1520717517.97003,1520717517.970342,0.5600452423095703,-0.031828880310058594
1520717517.970669,1520717517.971169,1520717517.971249,1520717517.972611,1.8618106842041016,-0.4309415817260742
1520717517.975164,1520717517.975743,1520717517.975829,1520717517.976999,1.749277114868164,-0.2955198287963867
1520717517.977696,1520717517.979723,1520717517.979738,1520717517.979895,2.184152603149414,0.9349584579467773
1520717517.980989,1520717517.981107,1520717517.98118,1520717517.981458,0.3960132598876953,-0.07998943328857422
1520717517.982005,1520717517.981991,1520717517.982005,1520717517.982247,0.22840499877929688,-0.12803077697753906
1520717517.982876,1520717517.98308,1520717517.983087,1520717517.983186,0.3027915954589844,0.05245208740234375
1520717517.984005,1520717517.985227,1520717517.985237,1520717517.985691,1.676321029663086,0.3839731216430664
1520717517.987478,1520717517.986936,1520717517.986955,1520717517.987606,0.10919570922851562,-0.5965232849121094
1520717517.988354,1520717517.989411,1520717517.989422,1520717517.991876,3.5109519958496094,-0.6983280181884766
1520717517.99536,1520717517.99539,1520717517.995417,1520717517.995704,0.31685829162597656,-0.1283884048461914
1520717517.995992,1520717517.996187,1520717517.996202,1520717517.996426,0.4191398620605469,-0.014543533325195312
1520717518.000224,1520717517.999916,1520717517.999933,1520717518.00025,0.009059906005859375,-0.31256675720214844
1520717518.001587,1520717518.001628,1520717518.001858,1520717518.002021,0.2040863037109375,-0.06103515625
1520717518.002419,1520717518.002296,1520717518.002308,1520717518.002462,0.030994415283203125,-0.1385211944580078
1520717518.003505,1520717518.002749,1520717518.00276,1520717518.003536,0.02002716064453125,-0.7660388946533203
1520717518.003745,1520717518.003703,1520717518.003717,1520717518.003854,0.09512901306152344,-0.08952617645263672
1520717518.003968,1520717518.004232,1520717518.004241,1520717518.005023,1.0459423065185547,-0.25904178619384766
1520717518.005154,1520717518.005177,1520717518.005194,1520717518.005338,0.1671314239501953,-0.060439109802246094
1520717518.005453,1520717518.005477,1520717518.005495,1520717518.011186,5.714654922485352,-2.8334856033325195
1520717518.012637,1520717518.013118,1520717518.013142,1520717518.013834,1.1730194091796875,-0.10538101196289062
1520717518.016546,1520717518.016459,1520717518.016471,1520717518.016569,0.010967254638671875,-0.09250640869140625
1520717518.016883,1520717518.016809,1520717518.016839,1520717518.016913,0.0,-0.07390975952148438
1520717518.026506,1520717518.025687,1520717518.025712,1520717518.026608,0.07700920104980469,-0.8574724197387695
1520717518.027841,1520717518.027433,1520717518.027445,1520717518.02789,0.036716461181640625,-0.4265308380126953
1520717518.028222,1520717518.028026,1520717518.028038,1520717518.031982,3.7479400634765625,-2.0699501037597656
1520717518.03591,1520717518.035242,1520717518.035258,1520717518.035953,0.027179718017578125,-0.6814002990722656
1520717518.036399,1520717518.036418,1520717518.036429,1520717518.036699,0.2892017364501953,-0.12552738189697266
1520717518.036801,1520717518.036801,1520717518.03681,1520717518.036893,0.08296966552734375,-0.041484832763671875
1520717518.061707,1520717518.036985,1520717518.036992,1520717518.061948,0.2338886260986328,-24.839043617248535
1520717518.101933,1520717518.098284,1520717518.098316,1520717518.124402,22.437095642089844,-14.867544174194336
1520717518.160987,1520717518.160945,1520717518.160982,1520717518.161101,0.07724761962890625,-0.08058547973632812
1520717518.165024,1520717518.164847,1520717518.164886,1520717518.191528,26.46493911743164,-13.409614562988281
1520717518.202679,1520717518.201672,1520717518.201707,1520717518.211691,8.977174758911133,-5.495429039001465
1520717518.213393,1520717518.213349,1520717518.213366,1520717518.213524,0.11420249938964844,-0.10097026824951172
1520717518.216081,1520717518.215602,1520717518.215611,1520717518.216198,0.10800361633300781,-0.532984733581543
1520717518.222142,1520717518.218904,1520717518.218916,1520717518.222286,0.13208389282226562,-3.304004669189453
1520717518.252921,1520717518.251718,1520717518.251733,1520717518.256964,4.027843475341797,-3.216981887817383
1520717518.258351,1520717518.258701,1520717518.258743,1520717518.258946,0.5528926849365234,0.07355213165283203
1520717518.261486,1520717518.261087,1520717518.261225,1520717518.261507,-0.11706352233886719,-0.34058094024658203
1520717518.262139,1520717518.261614,1520717518.261647,1520717518.262159,-0.012874603271484375,-0.5185604095458984
1520717518.263108,1520717518.262277,1520717518.262287,1520717518.26313,0.011920928955078125,-0.8370876312255859
1520717518.26329,1520717518.263285,1520717518.263299,1520717518.263698,0.3941059112548828,-0.20205974578857422
1520717518.26523,1520717518.263869,1520717518.263908,1520717518.265257,-0.011920928955078125,-1.3549327850341797
1520717518.265708,1520717518.265437,1520717518.265449,1520717518.265824,0.10395050048828125,-0.3230571746826172
1520717518.266508,1520717518.266532,1520717518.266546,1520717518.267127,0.6048679351806641,-0.2785921096801758
1520717518.267341,1520717518.270158,1520717518.270174,1520717518.270429,3.072023391723633,1.281142234802246
1520717518.273234,1520717518.272808,1520717518.272821,1520717518.273263,0.01621246337890625,-0.43392181396484375
1520717518.273682,1520717518.273698,1520717518.273706,1520717518.274237,0.5469322204589844,-0.2574920654296875
1520717518.274895,1520717518.27438,1520717518.274389,1520717518.274911,0.0069141387939453125,-0.5184412002563477
1520717518.275045,1520717518.275023,1520717518.275042,1520717518.275327,0.26297569274902344,-0.15342235565185547
1520717518.276892,1520717518.276019,1520717518.27603,1520717518.276947,0.04410743713378906,-0.8949041366577148
1520717518.277072,1520717518.277103,1520717518.277112,1520717518.277518,0.43702125549316406,-0.1875162124633789
1520717518.277637,1520717518.27767,1520717518.277678,1520717518.277792,0.1468658447265625,-0.040531158447265625
1520717518.278051,1520717518.278093,1520717518.278133,1520717518.278238,0.14734268188476562,-0.03147125244140625
1520717518.281327,1520717518.282303,1520717518.282312,1520717518.282487,1.1510848999023438,0.400543212890625
1520717518.285118,1520717518.284491,1520717518.284502,1520717518.285235,0.10585784912109375,-0.6799697875976562
1520717518.287108,1520717518.287362,1520717518.287375,1520717518.288533,1.4121532440185547,-0.4519224166870117
1520717518.288699,1520717518.288655,1520717518.288684,1520717518.289143,0.4153251647949219,-0.25153160095214844
1520717518.289326,1520717518.28957,1520717518.289585,1520717518.289795,0.453948974609375,0.0171661376953125
1520717518.290597,1520717518.290258,1520717518.290269,1520717518.290616,0.008106231689453125,-0.34308433532714844
1520717518.290797,1520717518.290753,1520717518.290762,1520717518.290819,0.012874603271484375,-0.05054473876953125
1520717518.291489,1520717518.291605,1520717518.291616,1520717518.291744,0.244140625,-0.0059604644775390625
1520717518.292737,1520717518.292181,1520717518.292195,1520717518.292769,0.017881393432617188,-0.5649328231811523
1520717518.292947,1520717518.293046,1520717518.293059,1520717518.293504,0.5438327789306641,-0.1729726791381836
1520717518.293845,1520717518.294831,1520717518.294853,1520717518.300214,6.347179412841797,-2.187490463256836
1520717518.300381,1520717518.300406,1520717518.300695,1520717518.301178,0.5080699920654297,-0.22900104522705078
1520717518.301314,1520717518.301338,1520717518.301347,1520717518.301557,0.2338886260986328,-0.09310245513916016
1520717518.302255,1520717518.302131,1520717518.302143,1520717518.302281,0.013828277587890625,-0.1308917999267578
1520717518.303266,1520717518.302659,1520717518.302669,1520717518.303286,0.010013580322265625,-0.6120204925537109
1520717518.304069,1520717518.304103,1520717518.304117,1520717518.304372,0.28896331787109375,-0.110626220703125
1520717518.30654,1520717518.306396,1520717518.306421,1520717518.306579,0.014066696166992188,-0.15103816986083984
1520717518.308898,1520717518.306714,1520717518.30677,1520717518.309017,0.0629425048828125,-2.2153854370117188
1520717518.323674,1520717518.323687,1520717518.323702,1520717518.323892,0.20313262939453125,-0.08845329284667969
1520717518.324694,1520717518.324531,1520717518.324545,1520717518.324715,0.007152557373046875,-0.16641616821289062
1520717518.325327,1520717518.325364,1520717518.325375,1520717518.325854,0.5161762237548828,-0.22089481353759766
1520717518.326821,1520717518.326005,1520717518.326013,1520717518.326844,0.014781951904296875,-0.8234977722167969
1520717518.327643,1520717518.326999,1520717518.327008,1520717518.327669,0.016927719116210938,-0.6524324417114258
1520717518.329684,1520717518.328405,1520717518.328415,1520717518.329706,0.011920928955078125,-1.2850761413574219
1520717518.335112,1520717518.333325,1520717518.333344,1520717518.335149,0.017881393432617188,-1.796126365661621
1520717518.341892,1520717518.341795,1520717518.341813,1520717518.34232,0.40984153747558594,-0.3019571304321289
